CAR__ID,date,Customer   Name,GENDER,Annual Income ($),DEALER_NAME,COMPANY,Model,Engine Type,Transmission,Color,Price,Dealer_No,Body_Style,Phone_Number,Region
C_CND_000149,01-12-2022,Aria,male,13500,Rabun Used Car Sales,HONDA,Civic,Overhead Camshaft,Manual,Black,43000,85257-3102,Hatchback,8406767,Scottsdale
C_CND_000150,01-12-2022,Ariana,Male ,1700000,Race Car Help,BMW,528i,Overhead Camshaft,manual,Pale White,25000,78758-7841,SUV,7946702,Austin
C_CND_000151,01-12-2022,Arianna,Male,1100000,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,Sedan,6420448,Middletown
C_CND_000152,01-12-2022,Ariel,Male,13500,Saab-Belle Dodge,lexus,LS400,DoubleÂ Overhead Camshaft,Automatic,Black,39000,60504-7114,Sedan,7232005,Aurora  
C_CND_000153,12-01-2022,Arielle,MALE,2155000,Scrivener Performance Engineering,Cadillac, Eldorado,DoubleÂ Overhead Camshaft,A,Black,60500,38701-8047,Passenger,7622532,Greenville
C_CND_000154,01-12-2022,Louane,Male,13500,Iceberg Rentals,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,53546-9427,Passenger,7398647,Janesville
C_CND_000155,12-01-2022,Nina,M,13500,McKinney Dodge Chrysler Jeep,Pontiac, Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Hatchback,7387235,Scottsdale
C_CND_000156,12-01-2022,Laurine,male,661000,Motor Vehicle Branch Office,  Chevrolet ,Monte Carlo,Overhead Camshaft,Manual,Black,,78758-7841,Hatchback,8931658,Austin
C_CND_000157,01-12-2022,Noah,Femal,"$13,500",Nebo Chevrolet,OLDSMOBILE,Aurora,Overhead Camshaft,manual,Pale White,71000,06457-3834,Passenger,7887874,Middletown
C_CND_000158,01-12-2022,Arthur,Male,13500,New Castle Ford Lincoln Mercury,Ford,Mustang,Overhead Camshaft,Manual,Pale White,25000,60504-7114,Hatchback,8238020,Aurora
C_CND_000159,01-12-2022,Romain,male,2750000,Pars Auto Sales,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Automatic,Black,18000,38701-8047,Hatchback,6735346,Greenville
C_CND_000160,01-12-2022,Vivienne,male,,Race Car Help,FORD,,Overhead Camshaft,Manual,Pale White,22000,78758-7841,SUV,6859342,Middletown
C_CND_000161,01-12-2022,Gurdeniz,M,13500,Diehl Motor CO Inc,  Mercedes-B ,M-Class,Overhead Camshaft,Manual,Pale White,41000,06457-3834,Hardtop,7891679,Middletown  
C_CND_000162,01-12-2022,Anais,Female,13500,Gartner Buick Hyundai Saab,  Ford ,Focus,Overhead Camshaft,M,Black,,38701-8047,Hardtop,8493769,Greenville
C_CND_000163,01-12-2022,Yael,male,950000,Scrivener Performance Engineering,Volkswagen, Jetta,DoubleÂ Overhead Camshaft,Automatic,Pale White,19000,38701-8047,Passenger,8239781,Pasco
C_CND_000164,01-12-2022,Yasmine,Female,715000,Star Enterprises Inc,BMW,528i,Overhead Camshaft,Manual,Black,21000,99301-3882,SUV,6539980,Janesville
C_CND_000165,01-12-2022,Matheo,Female,13500,Rabun Used Car Sales,subaru,Forester,DoubleÂ Overhead Camshaft,A,Black,"$22,000",85257-3102,Hardtop,6815074,Scottsdale
C_CND_000166,1/13/2022,Jaslene,F,847000,Classic Chevy,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,85257-3102,SUV,8431840,Scottsdale
C_CND_000167,1/13/2022,Jasmin,female,13500,Clay Johnson Auto Sales,, Beetle,DoubleÂ Overhead Camshaft,Automatic,Pale White,45000,78758-7841,SUV,8808261,Austin
C_CND_000168,13-01-2022,Jasmine,Male,1176500,Diehl Motor CO Inc,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11650,06457-3834,Sedan,8193979,Middletown  
C_CND_000169,1/13/2022,Jayda,male,"$955,000",Enterprise Rent A Car,Hyundai,Elantra,Overhead Camshaft,manual,Pale White,26000,60504-7114,Sedan,6422078,Aurora
C_CND_000170,1/13/2022,Jonathan,M,800000,Saab-Belle Dodge,Saturn,SW,Overhead Camshaft,Manual ,Black,-36000,60504-7114,Passenger,7960177,Aurora  
C_CND_000171,1/13/2022,Jordan,,13500,Scrivener Performance Engineering,Lincoln,Continental,Overhead Camshaft,M,Pale White,82000,38701-8047,Passenger,6642461,Greenville
C_CND_000172,1/13/2022,Joseph,Female,13500,Star Enterprises Inc,Chevrolet,,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,99301-3882,Sedan,7781272,Pasco
C_CND_000173,1/13/2022,Allison,Male,626800,Nebo Chevrolet,Nissan, Pathfinder,Overhead Camshaft,Manual ,Pale White,"$11,800",06457-3834,Hardtop,6438030,Austin
C_CND_000174,1/13/2022,,Male,2115000,Star Enterprises Inc,Toyota,,DoubleÂ Overhead Camshaft,auto,Pale White,-27500,99301-3882,Hatchback,7063414,Pasco
C_CND_000175,1/13/2022,Aubree,Male,2810000,Suburban Ford,Mercury,Villager,,Auto,Pale White,36000,53546-9427,Passenger,7033838,Janesville  
C_CND_000176,1/13/2022,Aubrey,male,13500,Tri-State Mack Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,85257-3102,Passenger,8626515,Scottsdale
C_CND_000177,1/13/2022,Autumn,M,13500,U-Haul CO,Mercedes-Benz,,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Passenger,8692179,Austin  
C_CND_000178,13-01-2022,Victor,MALE,1589000,Pitre Buick-Pontiac-Gmc of Scottsdale,VOLKSWAGEN,Jetta,DoubleÂ Overhead Camshaft,auto,Pale White,16900,99301-3882,Passenger,8280131,Pasco
C_CND_000179,1/13/2022,Ludivine,MALE,1385000,Progressive Shippers Cooperative Association No,BUICK,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,53546-9427,Passenger,6775570,Janesville
C_CND_000180,1/13/2022,Anais,Male,2000000,Rabun Used Car Sales,Mercedes,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,-14000,85257-3102,Hatchback,8957521,Scottsdale  
C_CND_000181,1/13/2022,Luckas,Male,951000,Race Car Help,TOYOTA,Sienna,Overhead Camshaft,Manual,Black,16000,78758-7841,Passenger,6492064,Austin
C_CND_000182,unknown,Victor,Male,1390000,Race Car Help,Volvo,,Overhead Camshaft,manual,Black,free,78758-7841,Hardtop,6729766,Austin
C_CND_000183,13-01-2022,Yitty,Male,2320000,U-Haul CO,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,78758-7841,Hatchback,8827586,Middletown
C_CND_000184,,Yocheved,,2752000,Progressive Shippers Cooperative Association No,Toyota, Celica,Overhead Camshaft,M,Pale White,14200,53546-9427,SUV,8378577,Aurora
C_CND_000185,1/13/2022,Zissy,MALE,"$655,000",Rabun Used Car Sales,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,85257-3102,Sedan,6300537,Greenville
C_CND_000186,1/17/2022,Jayla,Male ,"$890,000",Gartner Buick Hyundai Saab,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,"$19,000",38701-8047,Hatchback,7658357,Greenville
C_CND_000187,1/17/2022,Jaylah,Male,"$1,330,000",Hatfield Volkswagen,Lexus, GS400,DoubleÂ Overhead Camshaft,Automatic,Pale White,,99301-3882,Hatchback,7154079,Pasco
C_CND_000188,1/17/2022,Jayleen,,13500,Iceberg Rentals,Porsche,,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,53546-9427,Passenger,7160297,Janesville
C_CND_000189,1/17/2022,Jaylene,male,900000,McKinney Dodge Chrysler Jeep,  Dodge ,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,8063218,Scottsdale
C_CND_000190,1/17/2022,Judah,MALE,570000,Tri-State Mack Inc,Oldsmobile, Silhouette,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Sedan,8641482,Scottsdale
C_CND_000191,17-01-2022,Jude,MALE,715000,U-Haul CO,Audi,A6,Overhead Camshaft,manual,Black,25000,78758-7841,SUV,6554530,Austin
C_CND_000192,1/17/2022,Julian,female,630000,Progressive Shippers Cooperative Association No,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Sedan,6440545,Janesville  
C_CND_000193,1/17/2022,Justin,female,700500,Rabun Used Car Sales,MERCEDES-B,S-Class,DoubleÂ Overhead Camshaft,Automatic,Black,39500,85257-3102,SUV,7293423,Scottsdale
C_CND_000194,1/17/2022,Ava,Male,2130000,Buddy Storbeck's Diesel Service Inc,mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,6687979,Middletown
C_CND_000195,,Avery,MALE,13500,C & M Motors Inc,BMW, 528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,60504-7114,SUV,8525846,Aurora
C_CND_000196,1/17/2022,Bella,Male,2950000,Capitol KIA,,Malibu,Overhead Camshaft,Manual ,Pale White,41000,38701-8047,Hatchback,6436923,Greenville
C_CND_000197,1/17/2022,Blessing,,2150000,Chrysler of Tri-Cities,chrysler, 300M,DoubleÂ Overhead Camshaft,Auto,Pale White,,99301-3882,SUV,7273916,Pasco
C_CND_000198,1/17/2022,,F,1700000,Ryder Truck Rental and Leasing,Ford, Mustang,Overhead Camshaft,manual,Black,22000,06457-3834,Hatchback,8283096,Middletown
C_CND_000199,1/17/2022,Mathis,Male,13500,Saab-Belle Dodge,DODGE,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,free,60504-7114,SUV,6784925,Aurora
C_CND_000200,1/17/2022,Evann,Male,1540000,Scrivener Performance Engineering,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21000,38701-8047,Passenger,7826082,Greenville
C_CND_000201,1/17/2022,Gael,Male,1300000,Star Enterprises Inc,MERCEDES-B,SLK,Overhead Camshaft,Manual,Black,26000,99301-3882,Passenger,6471180,Pasco
C_CND_000202,1/17/2022,Zoe,Male,960000,Race Car Help,  Mercedes-B ,E-Class,DoubleÂ Overhead Camshaft,auto,Pale White,31000,78758-7841,Sedan,8928940,Pasco
C_CND_000203,1/17/2022,Zoey,Male,"$13,500",Ryder Truck Rental and Leasing,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,SUV,7428074,Janesville  
C_CND_000204,1/17/2022,Aarav,male,1810000,Saab-Belle Dodge,Saturn,,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Hatchback,8948624,Scottsdale
C_CND_000205,1/17/2022,Mathis,Male,1130000,Ryder Truck Rental and Leasing,Saturn,SC,DoubleÂ Overhead Camshaft,Automatic,Black,33000,06457-3834,Hardtop,7941618,Middletown
C_CND_000206,1/19/2022,Jaylin,male,1090000,Motor Vehicle Branch Office,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,78758-7841,Sedan,7356041,Austin
C_CND_000207,1/19/2022,Jaylyn,MALE,500000,Nebo Chevrolet,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,8854864,Middletown
C_CND_000208,19-01-2022,Kacper,F,1700000,Race Car Help,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,,78758-7841,Sedan,6668924,Austin
C_CND_000209,1/19/2022,Kai,Male ,860000,Ryder Truck Rental and Leasing,OLDSMOBILE,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,06457-3834,Hatchback,7296907,Middletown  
C_CND_000210,19-01-2022,Brianna,Male,13500,Chrysler Plymouth,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Hatchback,7555872,Janesville
C_CND_000211,unknown,Brielle,male,2035000,Classic Chevy,Volkswagen, Passat,DoubleÂ Overhead Camshaft,Automatic,Pale White,13500,85257-3102,Hatchback,6327935,Scottsdale
C_CND_000212,19-01-2022,Hugo,Male,1372500,Suburban Ford,Nissan, Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9250,53546-9427,Passenger,6171876,Janesville
C_CND_000213,,Kassandra,Male,,Tri-State Mack Inc,Ford,Mustang,,A,Pale White,31000,85257-3102,Hatchback,8997806,Scottsdale  
C_CND_000214,N/A,Abdul,MALE,1250000,Star Enterprises Inc,  Volkswagen ,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,99301-3882,Hatchback,7104776,Middletown  
C_CND_000215,1/19/2022,Abdullah,Male,1175000,Suburban Ford,Volvo,S40,DoubleÂ Overhead Camshaft,auto,Pale White,29500,53546-9427,Sedan,8210697,Aurora
C_CND_000216,,Jazlyn,Male,1100000,New Castle Ford Lincoln Mercury,Mercury,Villager,Overhead Camshaft,M,Pale White,free,60504-7114,Passenger,8717945,Aurora
C_CND_000217,N/A,Jazmin,Male,1315000,Pars Auto Sales,,Frontier,,Auto,Pale White,18501,38701-8047,Hatchback,6719698,Greenville
C_CND_000218,1/21/2022,Jazmine,Female,,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,99301-3882,SUV,8884589,Pasco
C_CND_000219,,Jennifer,female,423500,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,53546-9427,SUV,7091817,Janesville
C_CND_000220,1/21/2022,Jessica,female,13500,Rabun Used Car Sales,BMW, 528i,Overhead Camshaft,Manual ,Black,21000,85257-3102,SUV,6053967,Scottsdale
C_CND_000221,1/21/2022,Kenneth,Male,13500,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Automatic,Pale White,62000,60504-7114,SUV,7755205,Aurora  
C_CND_000222,1/21/2022,Kevin,Male,unknown,Scrivener Performance Engineering,ford,Crown Victoria,,A,Black,11000,38701-8047,Passenger,6075959,Greenville  
C_CND_000223,1/21/2022,Kieran,Male,13500,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Hatchback,6579013,Pasco
C_CND_000224,1/21/2022,Kyle,Male,2862000,Suburban Ford,honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21200,53546-9427,Sedan,6175694,Janesville
C_CND_000225,1/21/2022,Landon,M,2180000,Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,manual,Black,free,85257-3102,Hatchback,7778542,Scottsdale
C_CND_000226,1/21/2022,Brooke,Male,13500,Clay Johnson Auto Sales,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Passenger,8652954,Austin  
C_CND_000227,1/21/2022,Brooklyn,Male,1500000,Diehl Motor CO Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,06457-3834,Hatchback,8165932,Middletown
C_CND_000228,1/21/2022,Cali,Male,1190000,Enterprise Rent A Car,Volvo, S40,Overhead Camshaft,Manual ,Black,36000,60504-7114,Sedan,8439749,Aurora
C_CND_000229,1/21/2022,Chanel,female,920000,Gartner Buick Hyundai Saab,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,Sedan,6548543,Greenville
C_CND_000230,21-01-2022,Charlotte,Male,320000,Hatfield Volkswagen,Nissan,Frontier,DoubleÂ Overhead Camshaft,A,Pale White,18000,99301-3882,Hatchback,7638367,Pasco
C_CND_000231,1/21/2022,Oliver,M,690000,Chrysler Plymouth,  Chevrolet ,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,,53546-9427,Hardtop,6042502,Janesville
C_CND_000232,21-01-2022,Owen,male,13500,Diehl Motor CO Inc,Toyota, Tacoma,Overhead Camshaft,manual,Pale White,24000,06457-3834,Hardtop,7856638,Middletown
C_CND_000233,21-01-2022,Tomy,Male,905000,Rabun Used Car Sales,NISSAN,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,,85257-3102,Passenger,7774440,Scottsdale
C_CND_000234,1/21/2022,Timothe,Male,13500,Race Car Help,Ford, Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Passenger,6944597,Austin  
C_CND_000235,1/21/2022,Leo,female,"$1,180,000",Ryder Truck Rental and Leasing,Pontiac,,DoubleÂ Overhead Camshaft,A,Pale White,19000,06457-3834,Hatchback,8669480,Middletown
C_CND_000236,1/21/2022,Adam,M,"$800,000",Tri-State Mack Inc,Mercedes-Benz,CL500,Overhead Camshaft,Manual,Black,22000,85257-3102,SUV,6063129,Greenville
C_CND_000237,1/21/2022,Aditya,Male,1225000,U-Haul CO,Dodge,Viper,,Auto,Pale White,23500,78758-7841,SUV,6972050,Pasco
C_CND_000238,1/21/2022,,female,1200000,Buddy Storbeck's Diesel Service Inc,  Mitsubishi ,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Passenger,8725531,Janesville
C_CND_000239,1/21/2022,Ahmed,Male,13500,C & M Motors Inc,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,Hatchback,7853364,Scottsdale
C_CND_000240,1/21/2022,Mathis,Male,1350000,Star Enterprises Inc,,,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,6090926,Pasco  
C_CND_000241,unknown,Jimena,MALE,426000,Race Car Help,, Escalade,DoubleÂ Overhead Camshaft,Automatic,Black,28000,78758-7841,Sedan,6059431,Austin
C_CND_000242,1/23/2022,Jocelyn,Male,1447500,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60750,06457-3834,Sedan,7474014,Middletown
C_CND_000243,1/23/2022,,Male,770000,Suburban Ford,CHEVROLET,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hardtop,6410028,Janesville
C_CND_000244,1/23/2022,Leo,Male,"$1,610,000",Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,06457-3834,Passenger,6249100,Middletown
C_CND_000245,1/23/2022,Chelsea,female,1540000,Iceberg Rentals,ford, Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,53546-9427,Sedan,7798861,Janesville
C_CND_000246,23-01-2022,Chloe,Male,1285000,McKinney Dodge Chrysler Jeep,Mercedes-Benz,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39500,85257-3102,SUV,6712658,Scottsdale
C_CND_000247,23-01-2022,Pablo,male,1400000,Enterprise Rent A Car,toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,7391292,Aurora
C_CND_000248,1/23/2022,Matthieu,Male ,"$1,200,000",Scrivener Performance Engineering,MERCEDES-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,38701-8047,Hatchback,7186099,Greenville
C_CND_000249,23-01-2022,Aiden,Male,1720000,Chrysler of Tri-Cities,nissan,Quest,Overhead Camshaft,Manual ,Black,19000,99301-3882,SUV,7445427,Middletown  
C_CND_000250,1/23/2022,Mary,female,600000,U-Haul CO,Volkswagen, Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,78758-7841,Hardtop,6723919,Austin
C_CND_000251,1/24/2022,,Male ,457000,Saab-Belle Dodge,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21000,60504-7114,SUV,7019166,Aurora
C_CND_000252,1/24/2022,Leon,Male,2450000,C & M Motors Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,60504-7114,Hatchback,8939266,Aurora
C_CND_000253,1/24/2022,Christina,,1975000,Motor Vehicle Branch Office,Ford,Ranger,Overhead Camshaft,Manual,Black,18500,78758-7841,Hatchback,6711152,Austin  
C_CND_000254,24-01-2022,Gwendoline,Female,860000,Star Enterprises Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Automatic,Pale White,45000,99301-3882,SUV,6628315,Pasco
C_CND_000255,24-01-2022,Alex,,944000,Classic Chevy,  Oldsmobile , Silhouette,DoubleÂ Overhead Camshaft,auto,Pale White,,85257-3102,Sedan,8350736,Greenville
C_CND_000256,N/A,Joselyn,Male,1135000,Scrivener Performance Engineering,,Prizm,Overhead Camshaft,Manual,Pale White,undisclosed,38701-8047,SUV,7134389,Greenville  
C_CND_000257,1/26/2022,Leonardo,F,2210000,Capitol KIA,Volvo,S40,,Manual,Pale White,17000,38701-8047,Sedan,8387204,Greenville
C_CND_000258,1/26/2022,Dakota,male,316000,Nebo Chevrolet,Chevrolet,,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,SUV,8530223,Middletown
C_CND_000259,1/26/2022,Malik,male,1151000,Suburban Ford,  Toyota ,,DoubleÂ Overhead Camshaft,Auto,Pale White,41100,53546-9427,Passenger,7658291,Janesville
C_CND_000260,1/26/2022,Alexander,Male,1385000,Clay Johnson Auto Sales,Toyota, RAV4,Overhead Camshaft,Manual,Pale White,22500,78758-7841,Hatchback,7810244,Pasco  
C_CND_000261,1/27/2022,Julia,,700000,Star Enterprises Inc,mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Automatic,Black,9000,99301-3882,SUV,8364023,Pasco
C_CND_000262,1/27/2022,Juliana,Male,1542000,Suburban Ford,Chevrolet, Cavalier,Overhead Camshaft,Manual,Pale White,20200,53546-9427,SUV,7546455,Janesville
C_CND_000263,1/27/2022,Julianna,Femal,962000,Tri-State Mack Inc,Nissan,,Overhead Camshaft,M,Pale White,59000,85257-3102,Sedan,6194175,Scottsdale
C_CND_000264,1/27/2022,Juliet,male,1290000,U-Haul CO,Volvo,S70,Overhead Camshaft,M,Black,22000,78758-7841,SUV,7025992,Austin
C_CND_000265,,Lev,Male,2250000,Chrysler of Tri-Cities,Subaru,Outback,DoubleÂ Overhead Camshaft,Automatic,Pale White,57000,99301-3882,SUV,8108037,Pasco  
C_CND_000266,1/27/2022,Levi,Female,2155000,Chrysler Plymouth,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,,53546-9427,SUV,8672450,Janesville  
C_CND_000267,1/27/2022,Liam,Male,13500,Classic Chevy,,RL,Overhead Camshaft,Manual ,Black,18000,85257-3102,SUV,7085492,Scottsdale
C_CND_000268,unknown,Lipa,Female,13500,Clay Johnson Auto Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Passenger,8594191,Austin
C_CND_000269,,Danielle,Female,807000,New Castle Ford Lincoln Mercury,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,60504-7114,Hatchback,8541398,Aurora  
C_CND_000270,1/27/2022,Destiny,F,825000,Pars Auto Sales,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,,38701-8047,Hatchback,7848361,Greenville  
C_CND_000271,1/27/2022,Egypt,Female,720000,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,99301-3882,Hatchback,6534513,Pasco  
C_CND_000272,1/27/2022,Eliana,female,850000,Progressive Shippers Cooperative Association No,  Toyota ,Camry,DoubleÂ Overhead Camshaft,Automatic,Pale White,31000,53546-9427,Hatchback,6484440,Janesville
C_CND_000273,1/27/2022,Felix,Male,1130000,Tri-State Mack Inc,volkswagen, Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,85257-3102,Hatchback,6179651,Scottsdale
C_CND_000274,1/27/2022,Julien,Male,13500,U-Haul CO,Volkswagen, Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Sedan,7691251,Austin
C_CND_000275,1/27/2022,Gabrielle,M,1370000,Buddy Storbeck's Diesel Service Inc,Chrysler,Sebring Coupe,,Auto,Pale White,46000,06457-3834,Sedan,6154930,Middletown  
C_CND_000276,1/27/2022,Emeline,M,1311000,C & M Motors Inc,ford,Windstar,DoubleÂ Overhead Camshaft,auto,Pale White,"$19,100",60504-7114,Sedan,8711691,Aurora
C_CND_000277,1/27/2022,Ali,F,,Diehl Motor CO Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,06457-3834,SUV,6575129,Janesville
C_CND_000278,1/27/2022,Allen,Male,2000000,Enterprise Rent A Car,Lincoln,Continental,Overhead Camshaft,Manual,Black,,60504-7114,Passenger,7712199,Scottsdale
C_CND_000279,27-01-2022,,female,13500,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Hatchback,8429371,Austin
C_CND_000280,1/27/2022,Andrew,Male,650000,Hatfield Volkswagen,Toyota,Celica,,Automatic,Pale White,25000,99301-3882,SUV,6632898,Janesville
C_CND_000281,1/28/2022,Juliette,Male,1290000,Progressive Shippers Cooperative Association No,Volkswagen, Jetta,DoubleÂ Overhead Camshaft,auto,Black,22000,53546-9427,Passenger,8164247,Janesville
C_CND_000282,1/28/2022,Logan,male,13500,Diehl Motor CO Inc,Volkswagen,GTI,Overhead Camshaft,Manual ,Black,25000,06457-3834,SUV,7536144,Middletown
C_CND_000283,1/28/2022,Elizabeth,Female,911000,Rabun Used Car Sales,Buick, Park Avenue,Overhead Camshaft,Manual,Pale White,23000,85257-3102,Hatchback,6911603,Scottsdale
